0.98324, -52.803
2.2628, -52.803
3.5423, -52.803
4.7685, -52.945
6.1014, -53.017
7.0610, -52.803
8.9803, -52.267
10.260, -52.053
11.220, -52.803
11.859, -53.873
12.499, -54.944
13.139, -56.122
13.779, -57.085
14.418, -58.263
15.218, -59.440
16.178, -60.725
17.137, -61.867
18.257, -63.081
19.536, -64.312
20.656, -65.079
22.149, -65.222
22.895, -64.151
23.055, -62.652
23.215, -61.368
23.215, -60.083
23.535, -56.657
23.535, -57.942
23.535, -59.012
23.855, -51.946
23.855, -54.301
23.855, -53.231
24.175, -48.520
24.175, -49.805
24.175, -45.951
24.175, -44.666
24.175, -47.235
24.495, -41.240
24.495, -42.525
24.495, -38.670
24.495, -39.955
24.495, -43.595
24.815, -35.673
24.815, -34.388
24.815, -36.957
25.134, -31.390
25.134, -29.677
25.134, -28.392
25.454, -27.108
25.454, -23.253
25.454, -25.823
25.454, -24.538
25.774, -22.183
25.774, -19.827
25.774, -18.542
25.774, -21.112
26.094, -15.116
26.094, -16.829
26.414, -11.690
26.414, -12.761
26.734, -9.5492
26.734, -8.2644
27.054, -6.1232
27.374, -4.4102
28.173, -2.4295
29.133, -2.6972
29.933, -3.9819
30.732, -5.4808
31.372, -6.9797
32.012, -8.3715
32.652, -9.8704
33.132, -11.476
33.451, -12.975
33.771, -14.688
34.091, -16.401
34.411, -18.542
34.731, -21.112
34.731, -19.827
35.051, -22.397
35.051, -23.681
35.371, -25.823
35.691, -29.035
35.691, -27.964
36.010, -30.105
36.010, -31.390
36.330, -34.174
36.330, -33.103
36.650, -35.673
36.970, -37.814
37.290, -39.955
37.610, -42.739
37.610, -41.668
37.930, -44.238
38.250, -45.522
38.570, -46.807
38.889, -48.520
39.209, -49.805
39.529, -50.875
39.849, -52.160
40.169, -53.231
40.649, -54.730
41.289, -56.443
41.928, -58.156
42.568, -59.226
43.208, -60.511
44.008, -61.796
45.127, -63.027
46.407, -64.151
47.686, -63.937
48.166, -61.368
48.166, -62.438
48.486, -59.655
48.486, -57.942
48.646, -56.229
48.806, -54.516
48.806, -53.231
49.126, -50.447
49.126, -48.092
49.126, -49.377
49.446, -45.094
49.446, -43.809
49.446, -42.525
49.446, -46.165
49.765, -38.670
49.765, -40.383
49.765, -36.101
49.765, -37.386
50.085, -32.675
50.085, -31.390
50.085, -35.030
50.085, -33.960
50.405, -26.251
50.405, -28.606
50.405, -27.536
50.725, -22.825
50.725, -24.538
50.725, -21.540
51.045, -17.686
51.045, -18.971
51.045, -20.041
51.205, -16.080
51.365, -13.403
51.365, -14.688
51.685, -9.9775
51.685, -11.262
52.005, -8.9068
52.165, -7.4079
52.325, -6.1232
52.804, -4.5172
53.764, -3.7143
54.724, -4.8384
55.363, -6.1232
56.003, -7.4079
56.643, -8.9068
57.283, -10.513
57.763, -12.119
58.082, -13.403
58.402, -14.688
58.722, -16.829
59.042, -18.114
59.202, -19.827
59.362, -21.326
59.682, -22.825
59.682, -23.896
60.002, -24.966
60.002, -26.679
60.322, -29.249
60.322, -27.964
60.642, -30.534
60.642, -31.604
60.961, -33.960
61.281, -36.315
61.281, -35.244
61.601, -37.386
61.761, -39.099
61.921, -40.597
62.241, -42.096
62.561, -43.809
62.881, -45.951
63.201, -48.092
63.520, -48.948
64.000, -51.090
64.320, -52.803
64.960, -54.730
65.600, -56.657
66.239, -58.263
66.879, -59.869
67.519, -61.261
68.159, -62.224
68.958, -63.509
70.078, -64.794
71.411, -65.936
72.477, -65.793
73.224, -64.008
73.437, -60.939
73.437, -62.224
73.757, -57.942
73.757, -59.226
73.757, -56.657
74.077, -54.944
74.077, -53.231
74.396, -48.520
74.396, -50.233
74.610, -46.522
74.716, -42.096
74.716, -43.381
74.716, -44.666
75.036, -36.957
75.036, -39.955
75.036, -38.242
75.356, -32.675
75.356, -33.960
75.356, -35.030
75.676, -27.108
75.676, -28.392
75.676, -29.677
75.996, -22.397
75.996, -23.681
75.996, -26.037
75.996, -24.966
76.316, -19.399
76.316, -20.470
76.316, -18.114
76.636, -14.688
76.636, -16.401
76.956, -11.262
76.956, -12.547
77.275, -9.1210
77.275, -10.192
77.595, -7.4079
78.075, -5.5879
79.035, -4.4637
79.994, -5.3738
80.634, -6.7656
81.274, -7.8362
81.914, -9.0139
82.554, -10.834
83.033, -12.547
83.353, -13.832
83.673, -15.545
83.993, -16.829
83.993, -17.900
84.313, -18.971
84.313, -20.041
84.633, -21.968
84.953, -25.180
84.953, -24.110
85.273, -26.251
85.273, -27.964
85.592, -28.821
85.592, -30.105
85.912, -32.247
86.232, -33.531
86.392, -35.244
86.552, -36.743
86.872, -38.242
87.192, -39.955
87.512, -41.668
87.832, -42.953
88.151, -44.452
88.631, -46.165
89.271, -47.985
89.911, -49.484
90.551, -50.447
91.350, -51.589
92.470, -52.588
93.749, -53.177
95.029, -53.391
96.309, -54.087
97.108, -54.087
98.388, -54.516
100.47, -53.927
101.75, -53.445
103.03, -53.231
104.31, -53.552
105.59, -53.927
106.86, -53.498
108.14, -53.017
109.48, -53.088
110.70, -53.231
111.98, -53.231
113.26, -53.231
114.54, -53.231
115.82, -53.338
116.78, -53.659
119.34, -53.498
